Name,Market,Price,CategoryName,CaloriesPer100g,ProteinPer100g,CarbsPer100g,FatPer100g
Doğan 500 gr Doğal Demirhindi Ezmesi,PttAVM,"223,20 TL",gida,,,,
İpek 1.6 kg Acı Biber Salçası,Carrefour,"167,90 TL",gida,31,1.0,6.0,0.3
Hayfene Öğütülmüş 500 gr Kimyon,Pazarama,"180,00 TL",gida,,,,
Krk Gıda 9 gr Indigo Carmine Koyu Mavi Gıda Boyası,PttAVM,"123,15 TL",gida,,,,
Organik Bitkim 250 gr Tane Sandaloz Sakızı,organikbitkim,"233,00 TL",gida,,,,
Aksu Vital 300 gr Ekstra Zencefilli Macun,Pazarama,"220,50 TL",gida,,,,
Mertsan 250'li Taraftar Sakız,Pazarama,"399,90 TL",gida,,,,
Themra 43 gr Ballı Bitkisel Macunu,PttAVM,"67,78 TL",gida,,,,
Masala 1 kg Epsom Tuz,PttAVM,"91,99 TL",gida,,,,
Ülker 20x80 gr Çubuk Kraker,Pazarama,"65,12 TL",gida,450,9.0,70.0,16.0
Gurmepark Keçimen 1 kg Kuru Üzüm,PttAVM,"276,22 TL",gida,299,3.1,79.2,0.5
Smool 500 gr Bezelye Proteini,Vegan Pazaryeri,"329,00 TL",gida,81,5.4,14.5,0.4
TOS The Organic Spices 1 kg Günlük Sakızı,idefix,"893,43 TL",gida,,,,
Pela 450 ml Balkabağı Zencefilli Kurabiye Gelato,Getir Büyük,"135,99 TL",gida,502,6.0,64.0,24.0
Tadım Fındık & Tarçınlı 20x40 gr Hurmalı Bar,Avansas,"394,50 TL",gida,628,15.0,17.0,61.0
Stevia Şeker Otu 50 gr,Pazarama,"153,00 TL",gida,387,0,100,0
Beyoğlu 24x40 gr Fındık Yağmuru Çikolata,PttAVM,"436,10 TL",gida,546,4.9,61,31
Mayituz İyot İlaveli Öğütülmüş 2 kg Sofra Tuzu,idefix,"280,33 TL",gida,0,0,0,0
Çakır Çerez 1 kg Kavrulmuş Kabak Çekirdeği,PttAVM,"444,00 TL",gida,559,30.2,10.7,49.0
Beyoğlu 24x40 gr Fındık Yağmuru Çikolata,PttAVM,"436,10 TL",gida,546,4.9,61,31
Krk 1 lt Anason Aroması,PttAVM,"1.058,40 TL",gida,100,1.0,10,0.2
Karia Pazar 250 gr Çakıl Taşı Draje Çikolata,PttAVM,"112,99 TL",gida,546,4.9,61,31
Ege Bağları 2x2 lt Üzüm Sirkesi,PttAVM,"327,19 TL",gida,69,0.6,18.0,0.2
Anadolunun Özü 300 gr Pirinç Kepeği,Pazarama,"179,78 TL",gida,360,7.1,79,0.5
Organik Bitkim 20 Adet Dolmalık Patlıcan Kurusu,organikbitkim,"139,00 TL",gida,25,1.0,6.0,0.2
Organik Bitkim 500 gr Sarı Halile Çekirdeği,organikbitkim,"244,00 TL",gida,,,,
Hayfene Öğütülmüş 500 gr Kimyon,Pazarama,"180,00 TL",gida,,,,
Krk Gıda 9 gr Indigo Carmine Koyu Mavi Gıda Boyası,PttAVM,"123,15 TL",gida,,,,
Doğan 500 gr Doğal Demirhindi Ezmesi,PttAVM,"223,20 TL",gida,,,,
İpek 1.6 kg Acı Biber Salçası,Carrefour,"167,90 TL",gida,31,1.0,6.0,0.3
Tellioğlu 2x10 kg Çok Amaçlı Un,Tellioğlu Değirmen,"564,00 TL",gida,364,10.3,76.3,1.0
Online Çiftçi 1 kg Natürel Kavrulmuş Antep Fıstığı,PttAVM,"601,05 TL",gida,562,20.0,28.0,45.0
TOS The Organic Spices 100 gr Stevia Yaprak Tozu,PttAVM,"166,57 TL",gida,,,,
Malkoç 500 gr Arpa Unu,idefix,"162,46 TL",gida,364,10.3,76.3,1.0
Aktarcınız 1 kg Sıkma Tarhana Malatya,PttAVM,"211,51 TL",gida,,,,
Organik Bitkim 250 gr Tane Sandaloz Sakızı,organikbitkim,"233,00 TL",gida,,,,
Ülker 20x80 gr Çubuk Kraker,Pazarama,"65,12 TL",gida,450,9.0,70.0,16.0
Aksu Vital 300 gr Ekstra Zencefilli Macun,Pazarama,"220,50 TL",gida,,,,
Dardanel 8x140 gr Klasik Ton Balığı,PttAVM,"742,56 TL",gida,193,24,0,11
Stevia Şeker Otu 50 gr,Pazarama,"153,00 TL",gida,387,0,100,0
The Cavaliers 1 kg Blue Curacao Turunç Aromalı Kokteyl Şurubu,PttAVM,"230,00 TL",gida,260,0,25,0.2
Beslenme Dedektifi 500 ml Hayıt Sirkesi,beslenmededektifi,"190,14 TL",gida,,,,
1.75 kg Çiğ Tuzsuz Badem İçi,PttAVM,"1.082,75 TL",gida,579,21.2,22.0,49.9
Çankırı 5 kg Doğal Kristal Kaya Tuzu Öğütülmüş,PttAVM,"108,53 TL",gida,0,0,0,0
Oba 40'lı Mie Karma Çeşnili Noodle,PttAVM,"235,41 TL",gida,,,,
Akın Bulgur 5 kg İnce Pilavlık Bulgur,PttAVM,"240,95 TL",gida,340,12.5,73,1
Yazar 25 kg Tam Buğday Unu,PttAVM,"844,51 TL",gida,364,10.3,76.3,1.0
2x20 ml Argan Yağı,PttAVM,"118,50 TL",gida,,,,
Mayituz İyot İlaveli Öğütülmüş 2 kg Sofra Tuzu,idefix,"280,33 TL",gida,0,0,0,0
Tufoco 3 mm 400 gr Pirinç Çubukları,idefix,"213,01 TL",gida,360,7.1,79,0.5
Mahmood 10x900 gr Rice Basmati Pirinç,idefix,"799,00 TL",gida,360,7.1,79,0.5
Beslenme Dedektifi 500 ml Hayıt Sirkesi,beslenmededektifi,"190,14 TL",gida,,,,
Maille 200 ml Dijon Hardal,idefix,"224,96 TL",gida,66,3.0,5.0,4.0
Saadet 5'li Karpuzlu Nazar Sakız,PttAVM,"124,93 TL",gida,,,,
Mochiko 35 gr Vanilyalı Dondurmalı Mochiko,Getir Büyük,"59,99 TL",gida,,,,
Astera 100 gr Kara Halile + 100 gr Sarı Halile,Amazon,"169,90 TL",gida,,,,
Yayla 2x250 gr Arabiata Soslu Makarna,Amazon,"58,00 TL",gida,370,13,75,1.5
Taş Değirmenden Gurme & Organik 25 kg Organik Atalık Siyez Tam Buğday Unu,PttAVM,"1.830,00 TL",gida,364,10.3,76.3,1.0
Aktarix 1 kg Glutensiz Çiğ Nohut Unu,Amazon,"145,80 TL",gida,364,10.3,76.3,1.0
Arbella 500 gr Fettucini Makarna,Amazon,"34,00 TL",gida,370,13,75,1.5
Şahin 400 gr Mantı,Getir Büyük,"259,99 TL",gida,,,,
Bozdağ 900 gr Kestane Şekeri,idefix,"728,92 TL",gida,248,2,40,0
Çınar 1 kg Tavuk Spesiyal Sos,Pazarama,"327,15 TL",gida,165,31,0,3.6
Komili 18 lt Teneke Ayçiçek Yağı,Pazarama,"1.549,00 TL",gida,884,0,0,100
Komili Yağ 5 lt Naturel Sızma Zeytinyağı,idefix,"1.419,00 TL",gida,884,0,0,100
Ferrero Rocher 38 gr Fındıklı Çikolata,Getir Büyük,"49,50 TL",gida,546,4.9,61,31
Mahmood Rice 4 kg Basmati Pirinç + 2x650 gr Altunsa Acı ve Tatlı Biber Salçası,Sonsepet,"544,90 TL",gida,360,7.1,79,0.5
Pakmaya 125 gr Magnolia Puding,Getir Büyük,"31,50 TL",gida,,,,
Esperado 3x750 ml Şekersiz Vanilya + Toffnut + Beyaz Çikolata Aromalı Kahve Şurubu,Amazon,"590,00 TL",gida,546,4.9,61,31
Bozkırlı Çavuşoğlu 100 gr Doğal Siyah Susam,idefix,"94,91 TL",gida,,,,
İndomie 75 gr x 40lı Paket Köri Noodle,PttAVM,"422,75 TL",gida,,,,
Katkı Dünyası 250 gr Krem Tartar,Amazon,"205,10 TL",gida,,,,
İpek 1600 gr Tatlı Biber Salçası,Carrefour,"167,90 TL",gida,31,1.0,6.0,0.3
İpek Değirmen 2 kg Kabuklu Antep Fıstığı,Amazon,"599,90 TL",gida,562,20.0,28.0,45.0
Colorado 320 gr Hot Chili Sauce,PttAVM,"122,71 TL",gida,,,,
Eti 40 gr Fındıklı Browni Islak Kek,emekpazari,"13,66 TL",gida,393,6.0,53,18
Kent Boringer 5 kg Professional Tavuk Bulyon,PttAVM,"710,84 TL",gida,165,31,0,3.6
3 gr Doğal Katkısız İran Safranı,Pazarama,"940,00 TL",gida,,,,
Tito 20 kg Toz Tereyağlı Kurabiye Aroması,Amazon,"26.376,07 TL",gida,502,6.0,64.0,24.0
Selay 20x80 gr Kasap Köfte Harcı,Amazon,"475,00 TL",gida,250,26,0,20
Taş Değirmen 800 gr Tam Buğday Ekmeği,Tellioğlu Değirmen,"92,00 TL",gida,265,9,49,3
Tito 250 ml Koyun Sütü Aroması,Amazon,"505,04 TL",gida,100,1.0,10,0.2
Pekmezci Amca 660 ml Çelik Suyu,Pazarama,"129,60 TL",gida,,,,
Homm Vita 150 ml Ginkgo Biloba Takviye Edici Gıda,Pazarama,"249,00 TL",gida,,,,
Ruffles 104 gr Peynirli Süper Boy Soğanlı Patates Cipsi,PttAVM,"56,17 TL",gida,77,2.0,17,0.1
Dardanel 1705 gr Ton Balığı,idefix,"610,00 TL",gida,193,24,0,11
Öncü 700 gr Domates Salçası,Amazon,"57,95 TL",gida,82,4.3,18.9,0.5
Indomie Köri Çeşnili Hazır 40 x 75 gr Noodle,PttAVM,"430,45 TL",gida,,,,
Rummo Glutensiz Penne Rigate 400 gr Makarna,Özel Beslenme,"139,92 TL",gida,370,13,75,1.5
İndomie 40x75 gr Sebze Çeşnili Hazır Noodle,PttAVM,"430,45 TL",gida,,,,
Çerezza Kokteyl 5x117 gr Süper Paket Cips,PttAVM,"310,36 TL",gida,536,6.4,52.9,34.6
Desly 200 ml Pirinç Sushi Sirkesi,Amazon,"93,99 TL",gida,360,7.1,79,0.5
Balen 250 ml Çörekotu Yağı,Organik Ali,"437,40 TL",gida,,,,
My Farmaex 250 ml Gilaburu Ekstraktı,PttAVM,"360,55 TL",gida,,,,
İzmir Zeytinyağları 20 lt Soğuk Sıkım Zeytinyağ,idefix,"2.591,04 TL",gida,,,,
Ticaret Denizi 2 kg Kudüs Hurma,PttAVM,"382,20 TL",gida,282,2.5,75.0,0.4
İpek Değirmen 10 kg Tam Çavdar Unu Doğal Katkısız Organik Çavdar Unu,Amazon,"349,90 TL",gida,364,10.3,76.3,1.0
Urla Çiftlik 295 gr Kurutulmuş Domates,PttAVM,"172,27 TL",gida,18,0.9,3.9,0.2
Abbas Efendi 100 ml Karanfil Yağı,PttAVM,"413,17 TL",gida,,,,
Öğütülmüş Çankırı Kaya Tuzu 2Kg,PttAVM,"43,23 TL",gida,0,0,0,0
İpek Değirmen 1 kg Soyulmuş Arpa Kabuksuz Doğal Katkısız Taş Değirmen,PttAVM,"41,32 TL",gida,,,,
Dırkalı Mastiha Kartela 1 gr Doğal Damla Sakızı,Pazarama,"134,92 TL",gida,,,,
Bee Garden 250 ml Kırmızı Kantaron Yağı,Pazarama,"166,66 TL",gida,,,,
Fellas Granola 270 gr Kırmızı Meyveler & Protein Bar Parçacıklı Granola,Fellasfoods,"101,95 TL",gida,,,,
İpek Değirmen 1 kg Doğal Arpa Unu Taş Değirmen Öğütülmüş Köy Unu,PttAVM,"45,46 TL",gida,364,10.3,76.3,1.0
Bağdat 2x1 kg Endüstriyel Boy Karbonat,Pazarama,"224,91 TL",gida,,,,
Arpacıoğlu %100 Yerli 2.5 kg Türk Malı Kırmızı Mercimek,PttAVM,"207,37 TL",gida,,,,
Arifoğlu 2x80 gr Aslan Pençesi,Organik Ali,"179,91 TL",gida,,,,
Bayburt Kuruyemiş 500 gr Toz Antep Fıstığı,PttAVM,"546,00 TL",gida,562,20.0,28.0,45.0
1 kg Diş Kabuklu Badem,PttAVM,"174,70 TL",gida,579,21.2,22.0,49.9
Abbas Efendi 100 ml Zencefil Yağı,PttAVM,"529,84 TL",gida,80,1.8,18.0,0.8
Balen 210 gr Damla Sakızlı Ballı Kudret Narı Macunu,PttAVM,"285,85 TL",gida,,,,
Lotus Biscoff 124 gr Karamelize Bisküvi,Getir Büyük,"133,99 TL",gida,475,6.7,68,20
Ülker 36.5 gr Dido Trio Limon Aromalı Gofret,PttAVM,"464,86 TL",gida,510,6.6,58,27
Yayla 18 Parça Ramazan Erzak Yardım Kumanya Kolisi,PttAVM,"968,00 TL",gida,,,,
Filiz 6x500 gr Karışık Çeşit Makarna,PttAVM,"290,00 TL",gida,370,13,75,1.5
Cemre 250 ml Saf Zeytin Yağı,Amazon,"549,00 TL",gida,115,0.8,6.3,11
Eti 34 gr Sütlü Uzun Çikolata,Getir Büyük,"26,50 TL",gida,546,4.9,61,31
Lotus Biscoff 124 gr Karamelize Bisküvi,Getir Büyük,"133,99 TL",gida,475,6.7,68,20
Ruffles 104 gr Peynirli Süper Boy Soğanlı Patates Cipsi,PttAVM,"56,17 TL",gida,77,2.0,17,0.1
Dardanel 1705 gr Ton Balığı,idefix,"610,00 TL",gida,193,24,0,11
Öncü 700 gr Domates Salçası,Amazon,"57,95 TL",gida,82,4.3,18.9,0.5
Indomie Köri Çeşnili Hazır 40 x 75 gr Noodle,PttAVM,"430,45 TL",gida,,,,
Rummo Glutensiz Penne Rigate 400 gr Makarna,Özel Beslenme,"139,92 TL",gida,370,13,75,1.5
İndomie 40x75 gr Sebze Çeşnili Hazır Noodle,PttAVM,"430,45 TL",gida,,,,
Çerezza Kokteyl 5x117 gr Süper Paket Cips,PttAVM,"310,36 TL",gida,536,6.4,52.9,34.6
Desly 200 ml Pirinç Sushi Sirkesi,Amazon,"93,99 TL",gida,360,7.1,79,0.5
Balen 250 ml Çörekotu Yağı,Organik Ali,"437,40 TL",gida,,,,
Kelloggs Çikolata Parçacıklı 340 gr Granola,Pazarama,"131,59 TL",gida,546,4.9,61,31
İzmir Zeytinyağları 5 lt Soğuk Sıkım Zeytinyağı,idefix,"767,04 TL",gida,884,0,0,100
My Farmaex 250 ml Gilaburu Ekstraktı,PttAVM,"360,55 TL",gida,,,,
İzmir Zeytinyağları 20 lt Soğuk Sıkım Zeytinyağ,idefix,"2.591,04 TL",gida,,,,
Leblebi Çarşısı 500 gr Çikolatalı Lokum,Leblebi Çarşısı,"170,00 TL",gida,378,20.0,62.0,6.0
Sasu 6x160 gr Norveç Somon Balığı,idefix,"959,25 TL",gida,146,22,0,6
Gaziantep Pazarı 5 kg Patates Unu,PttAVM,"634,71 TL",gida,77,2.0,17,0.1
Ülker Eks 111 2.5 kg Bitter Kuvertür Çikolata,PttAVM,"1.448,17 TL",gida,546,4.9,61,31
Hermesetas 1200 Tablet Klasik Tatlandırıcı,Eczane,"399,90 TL",gida,,,,
Kula 750 gr Ekşi Mayalı Tam Buğday Köy Ekmeği,PttAVM,"120,64 TL",gida,265,9,49,3
Yeni Un 25 kg Tatlılık Un,PttAVM,"1.085,67 TL",gida,364,10.3,76.3,1.0
Kavaklıdere 2x2 lt Beyaz Sirke,PttAVM,"80,17 TL",gida,,,,
1000 gr Öğütülmüş Doğal Çemen Poy Otu,Lokmanavm,"107,82 TL",gida,,,,
Ticaret Denizi 2 kg Kudüs Hurma,PttAVM,"382,20 TL",gida,282,2.5,75.0,0.4
Aktarix 250 gr Basmati Pirinci,Amazon,"91,08 TL",gida,,,,
Balen 210 gr Damla Sakızlı Ballı Kudret Narı Macunu,PttAVM,"285,85 TL",gida,,,,
Aktarzane 500 gr Çakşır Otu Kökü,Amazon,"849,00 TL",gida,,,,
İpek Değirmen 1 kg Doğal Arpa Unu Taş Değirmen Öğütülmüş Köy Unu,PttAVM,"45,46 TL",gida,364,10.3,76.3,1.0
Yayla 18 Parça Ramazan Erzak Yardım Kumanya Kolisi,PttAVM,"968,00 TL",gida,,,,
Knorr 69 gr Kremalı Domates Hazır Çorba,Getir Büyük,"23,99 TL",gida,18,0.9,3.9,0.2
Ülker 40 gr Çubuk Kraker,a101,"4,75 TL",gida,450,9.0,70.0,16.0
Boombastic 40 gr Yer Fıstıklı Sütlü Çikoatalı Bar Gofret,Tarım Kredi Kooperatifi,"10,90 TL",gida,510,6.6,58,27
Yakamoz 5 lt Beyaz Sirke,a101,"49,90 TL",gida,,,,
Eti Cin 114 gr Lokmalık Portakallı Bisküvi,Getir Büyük,"13,50 TL",gida,475,6.7,68,20
Knorr 65 gr Mac Cheese Çabuk Makarna,Bim,"29,50 TL",gida,370,13,75,1.5
Ülker Hanımeller 82 gr Rulo Fındıklı Bisküvi,Tarım Kredi Kooperatifi,"15,90 TL",gida,475,6.7,68,20
Eti Burçak 131 gr Bisküvi,Carrefoursa,"18,00 TL",gida,475,6.7,68,20
Çerezza Popcorn 80 gr ile Süper Boy,Bim,"25,00 TL",gida,,,,
Çerezya 150 gr Susamlı Fıstık,a101,"29,50 TL",gida,567,25.8,16.1,49.2
Naturiga 250 gr Ayurvedik Protein Karışımı,Vegan Pazaryeri,"487,80 TL",gida,,,,
Sweetsorcery 2.5 kg Ovalette Bitter Kuvertür Çikolata,Pazarama,"1.710,00 TL",gida,546,4.9,61,31
Bebeto 35 gr Freeze Crunchy Marshmallow,Getir Büyük,"34,99 TL",gida,,,,
Astera 5 kg Glutensiz Soya Unu,Amazon,"479,90 TL",gida,364,10.3,76.3,1.0
Superfresh 450 gr Barbunya,Carrefoursa,"139,90 TL",gida,140,9.0,24.0,0.5
Magnum Crack Double Çikolata,Şok,"65,00 TL",gida,546,4.9,61,31
Master Puff 90 gr Biftek Çeşnili Mısır Çerezi,Bim,"18,50 TL",gida,,,,
Züber Fındıklı Çikolatalı 40 gr Meyve Barı,Tarım Kredi Kooperatifi,"24,90 TL",gida,,,,
Vivident 86 gr Cube Nane Aromalı Sakız,Carrefour,"30,35 TL",gida,,,,
Barilla Spagetti Glutensiz 400 gr Makarna,Amazon,"132,90 TL",gida,158,5.8,30.9,0.9
Algida 500 ml Tel Kadayıf Maraş Usulü Dondurma,Carrefour,"100,00 TL",gida,207,3.5,24.0,11.0
Makaroma 350 gr Tri Color Sebzeli Burgu Rotini Makarna,Bim,"19,75 TL",gida,370,13,75,1.5
Astera 5 kg Soyulmuş Kabuksuz Darı,Amazon,"409,90 TL",gida,,,,
Nestle 60 gr Classic Beyaz Kare Çikolata,Amazon,"38,00 TL",gida,546,4.9,61,31
Ülker 350 gr Toffee Karamel Yumuşak Şeker,Carrefour,"75,00 TL",gida,387,0,100,0
Tamek 400 gr Yaprak Sarma,Getir Büyük,"64,50 TL",gida,,,,
Calve 405 gr Mayoçap,Getir Büyük,"68,99 TL",gida,,,,
Kent 47 gr Olips Soft Mints Karpuz Aromalı Şeker,Carrefour,"20,15 TL",gida,30,0.6,8,0.2
Eti Karam %54 Bitter 60 gr Kakaolu Çifte Kavrulmuş Fındıklı Çikolata,Amazon,"30,40 TL",gida,546,4.9,61,31
Dardanel 2x140 gr Ayçiçek Yağlı Ton Balığı,Getir Büyük,"181,99 TL",gida,193,24,0,11
Arbella 500 gr Fettucini Makarna,Amazon,"34,00 TL",gida,370,13,75,1.5
Şahin 400 gr Mantı,Getir Büyük,"259,99 TL",gida,,,,
Komili Banmalık Pet 1 lt Naturel Sızma Zeytinyağı,Pazarama,"329,00 TL",gida,884,0,0,100
Schar 5x1 kg Mix C Patisserie Un,Dogalinya,"849,90 TL",gida,364,10.3,76.3,1.0
Oba 20x500 gr Mantı Makarna,Amazon,"335,00 TL",gida,370,13,75,1.5
Ovalette 1 kg Pul Para Çikolata Bitter,Pazarama,"684,00 TL",gida,546,4.9,61,31
Mahmood Rice 20 kg Basmati Pirinç,idefix,"1.549,00 TL",gida,360,7.1,79,0.5
Sweetsorcery 2.5 kg Ovalette Bitter Kuvertür Çikolata,Pazarama,"1.710,00 TL",gida,546,4.9,61,31
Naturiga 250 gr Ayurvedik Protein Karışımı,Vegan Pazaryeri,"487,80 TL",gida,,,,
Tarım Kredi 1 lt Ayçiçek Yağı,Tarım Kredi Kooperatifi,"58,90 TL",gida,884,0,0,100
Ülker Dankek 210 gr Çay Saati Kakaolu Kek,Amazon,"40,00 TL",gida,2,0,1,0
Golf Roko Beyaz 65 ml Dondurma,Getir Büyük,"23,99 TL",gida,207,3.5,24.0,11.0
Nurbal Şifa Merkezi 30 gr Aslan Yelesi Tozu,Pazarama,"675,00 TL",gida,,,,
Esila 420 gr Kereviz Tohumlu Bitkisel Macun,Pazarama,"369,00 TL",gida,,,,
Züber Fındıklı Çikolatalı 40 gr Meyve Barı,Tarım Kredi Kooperatifi,"24,90 TL",gida,,,,
Superfresh 450 gr Barbunya,Carrefoursa,"139,90 TL",gida,140,9.0,24.0,0.5
Magnum Crack Double Çikolata,Şok,"65,00 TL",gida,546,4.9,61,31
Algida 500 ml Tel Kadayıf Maraş Usulü Dondurma,Carrefour,"100,00 TL",gida,207,3.5,24.0,11.0
Kent 47 gr Olips Soft Mints Karpuz Aromalı Şeker,Carrefour,"20,15 TL",gida,30,0.6,8,0.2
Eti Karam %54 Bitter 60 gr Kakaolu Çifte Kavrulmuş Fındıklı Çikolata,Amazon,"30,40 TL",gida,546,4.9,61,31
Dardanel 2x140 gr Ayçiçek Yağlı Ton Balığı,Getir Büyük,"181,99 TL",gida,193,24,0,11
İngro 5 kg Siyez Buğdayı,Pazarama,"527,15 TL",gida,,,,
Diya Organik 200 gr Kurutulmuş Hindistan Cevizi Dilimleri,Pazarama,"103,01 TL",gida,354,3.3,15.0,33.5
DaVinci Gourmet 2 lt Beyaz Çikolata Aromalı Sos,Pazarama,"1.143,00 TL",gida,546,4.9,61,31
Bağdat 500 gr Kömbe Baharatı,Amazon,"305,00 TL",gida,,,,
Pınar 2x500 gr Milföy Hamuru,PınarOnline,"79,74 TL",gida,,,,
Bebeto 35 gr Freeze Crunchy Marshmallow,Getir Büyük,"34,99 TL",gida,,,,
Master Puff 90 gr Biftek Çeşnili Mısır Çerezi,Bim,"18,50 TL",gida,,,,
Makaroma 350 gr Tri Color Sebzeli Burgu Rotini Makarna,Bim,"19,75 TL",gida,370,13,75,1.5
Astera 5 kg Glutensiz Soya Unu,Amazon,"479,90 TL",gida,364,10.3,76.3,1.0
Astera 5 kg Soyulmuş Kabuksuz Darı,Amazon,"409,90 TL",gida,,,,
Vivident 86 gr Cube Nane Aromalı Sakız,Carrefour,"30,35 TL",gida,,,,
Barilla Spagetti Glutensiz 400 gr Makarna,Amazon,"132,90 TL",gida,158,5.8,30.9,0.9
Nestle 60 gr Classic Beyaz Kare Çikolata,Amazon,"38,00 TL",gida,546,4.9,61,31
Nurbal Şifa Merkezi 30 gr Aslan Yelesi Tozu,Pazarama,"675,00 TL",gida,,,,
Ovalette 1 kg Pul Para Çikolata Bitter,Pazarama,"684,00 TL",gida,546,4.9,61,31
Mahmood Rice 20 kg Basmati Pirinç,idefix,"1.549,00 TL",gida,360,7.1,79,0.5
Oba 20x500 gr Mantı Makarna,Amazon,"335,00 TL",gida,370,13,75,1.5
Golf Roko Beyaz 65 ml Dondurma,Getir Büyük,"23,99 TL",gida,207,3.5,24.0,11.0
İpek Değirmen 2 kg Kabuklu Antep Fıstığı,Amazon,"599,90 TL",gida,562,20.0,28.0,45.0
Colorado 320 gr Hot Chili Sauce,PttAVM,"122,71 TL",gida,,,,
3 gr Doğal Katkısız İran Safranı,Pazarama,"940,00 TL",gida,,,,
Pekmezci Amca 660 ml Çelik Suyu,Pazarama,"129,60 TL",gida,,,,
Olivalley 5 lt Soğuk Sıkım Naturel Sızma Zeytinyağı,Pazarama,"3.150,00 TL",gida,884,0,0,100
Esila 420 gr Kereviz Tohumlu Bitkisel Macun,Pazarama,"369,00 TL",gida,,,,
DaVinci Gourmet 2 lt Beyaz Çikolata Aromalı Sos,Pazarama,"1.143,00 TL",gida,546,4.9,61,31
Selay 20x80 gr Kasap Köfte Harcı,Amazon,"475,00 TL",gida,250,26,0,20
Bozdağ 900 gr Kestane Şekeri,idefix,"728,92 TL",gida,248,2,40,0
Bozkırlı Çavuşoğlu 100 gr Doğal Siyah Susam,idefix,"94,91 TL",gida,,,,
Kırlangıç 5 lt Pet Ayçiçek Yağı,Bim,"315,00 TL",gida,884,0,0,100
Sinangil 5 kg Glutensiz Un,Bez Evim,"539,90 TL",gida,364,10.3,76.3,1.0
Kikkoman 1 lt Soya Sosu Pet,Amazon,"389,90 TL",gida,74,2,11,2.30
Tellioğlu 1 kg Pizza Unu,Tellioğlu Değirmen,"80,00 TL",gida,364,10.3,76.3,1.0
Arifoğlu 300 gr Zeytinyağlı Kudret Narı,Amazon,"248,00 TL",gida,,,,
Dardanel Akdeniz Mucizesi Light 3x75 gr Ton Balığı,Amazon,"90,47 TL",gida,193,24,0,11
Pakmaya 500 gr Yaş Hamur Mayası,PttAVM,"47,17 TL",gida,,,,
1 kg Şekerpare Tatlısı,Carrefoursa,"190,00 TL",gida,,,,
Kayseri Şeker Kristal 50 kg Toz Şeker,PttAVM,"2.835,43 TL",gida,387,0,100,0
Glş Şifahanem Organik Aktar 750 gr Soya Fasulyesi,PttAVM,"173,57 TL",gida,,,,
Nimet 700 gr Su Böreklik Yufka,a101,"79,00 TL",gida,275,8.0,55,3.0
Tariş Teneke Kuzey Ege Naturel Sızma 2 lt Zeytinyağı,Carrefour,"539,95 TL",gida,884,0,0,100
Carte Dor 850 ml Classic İsviçre Çikolatası Karamel Muz,Carrefoursa,"165,00 TL",gida,546,4.9,61,31
Doritos Flamin 102  gr Hot Acı Biberli ve Peynirli Cips,Amazon,"40,75 TL",gida,536,6.4,52.9,34.6
Diplong 12'li 24 gr 288 gr Çikolata,PttAVM,"329,00 TL",gida,546,4.9,61,31
Diyarından 13 Parça Jumbo Boy Ramazan Paketi,idefix,"671,90 TL",gida,,,,
Mutfağım 450 gr Donduşulmuş Tane Mısır,Bim,"45,00 TL",gida,,,,
Astera 5 kg Glutensiz Soya Unu,Amazon,"479,90 TL",gida,364,10.3,76.3,1.0
Tadım Tadımca 30 gr Fındıklı Bar,Rossmann,"15,00 TL",gida,,,,
Kikkoman 1 lt Soya Sosu Pet,Amazon,"389,90 TL",gida,74,2,11,2.30
Tellioğlu 1 kg Pizza Unu,Tellioğlu Değirmen,"80,00 TL",gida,364,10.3,76.3,1.0
Yayla 1 kg Doğal Dermason Fasulye,Amazon,"70,50 TL",gida,,,,
Arifoğlu 300 gr Zeytinyağlı Kudret Narı,Amazon,"248,00 TL",gida,,,,
Dardanel Akdeniz Mucizesi Light 3x75 gr Ton Balığı,Amazon,"90,47 TL",gida,193,24,0,11
Pagani 250 gr 3 Peynirli Tortellini Makarna,Amazon,"178,60 TL",gida,370,13,75,1.5
Pakmaya 500 gr Yaş Hamur Mayası,PttAVM,"47,17 TL",gida,,,,
1 kg Şekerpare Tatlısı,Carrefoursa,"190,00 TL",gida,,,,
Bizce 5 lt Köşeli Pet Damacana Ayçiçek Yağı,Starefsane,"415,00 TL",gida,884,0,0,100
Carte Dor 850 ml Classic İsviçre Çikolatası Karamel Muz,Carrefoursa,"165,00 TL",gida,546,4.9,61,31
Eti 180 gr Browni Gold Mini Çikolatalı Kek,Amazon-prime,"31,92 TL",gida,393,6.0,53,18
Kent Boringer 300 gr İtalyan Karamel Topping Sos,PttAVM,"40,57 TL",gida,,,,
Beyorganik 260 gr Bey-Aronya Mix Karışım,Özel Beslenme,"290,00 TL",gida,,,,
Tamek 340 gr Kuru Patlican Dolma,Getir Büyük,"64,50 TL",gida,,,,
Meriç 500 gr Kavrulmuş Kabuklu Yer Fıstığı,Tarım Kredi Kooperatifi,"92,00 TL",gida,,,,
Algida Max Twister Cool 65 ml Dondurma,Tarım Kredi Kooperatifi,"12,50 TL",gida,207,3.5,24.0,11.0
Şölen Octavia Fındıklı Bayram Şekeri 1 kg Çikolata,idefix,"688,42 TL",gida,546,4.9,61,31
Kent 1 kg Dökme Şeker,a101,"99,90 TL",gida,387,0,100,0
Glş Şifahanem Organik Aktar 750 gr Soya Fasulyesi,PttAVM,"173,57 TL",gida,,,,
